movie;writer;director
tt0091149;nm0639965;nm0585150
tt0091149;nm0639965;nm0166256
tt0091149;nm0639965;nm0615780
tt0091149;nm0560329;nm0560329
tt0091149;nm0560329;nm0585150
tt0091149;nm0560329;nm0166256
tt0091149;nm0560329;nm0615780
tt0091149;nm0585150;nm0560329
tt0091149;nm0585150;nm0585150
tt0091149;nm0585150;nm0166256
tt0091149;nm0585150;nm0615780
tt0091149;nm0789873;nm0560329
tt0091149;nm0789873;nm0585150
tt0091149;nm0789873;nm0166256
tt0091149;nm0789873;nm0615780
tt0091149;nm0864547;nm0560329
tt0091149;nm0864547;nm0585150
tt0091149;nm0864547;nm0166256
tt0091149;nm0864547;nm0615780
tt0091149;nm0301810;nm0560329
tt0091149;nm0301810;nm0585150
tt0091149;nm0301810;nm0166256
tt0091149;nm0301810;nm0615780
tt0091149;nm0236279;nm0560329
tt0091149;nm0236279;nm0585150
tt0091149;nm0236279;nm0166256
tt0091149;nm0236279;nm0615780
tt0091165;nm0743370;nm0555549
tt0091166;nm0553941;nm0553941
tt0091166;nm0108978;nm0553941
tt0091166;nm2230818;nm0553941
tt0091166;nm0189845;nm0553941
tt0091166;nm0161863;nm0553941
tt0091166;nm0002759;nm0553941
tt0091166;nm0332417;nm0553941
tt0091167;nm0000095;nm0000095
tt0091178;nm0000698;nm0000698
tt0091178;nm0550671;nm0000698
tt0091203;nm0927074;nm0611683
tt0091203;nm0069282;nm0611683
tt0091203;nm0272511;nm0611683
tt0091209;nm0714599;nm0363553
tt0091214;nm0836949;nm0836949
tt0091256;nm0315926;nm0347899
tt0091256;nm0347899;nm0347899
tt0091276;nm0086701;nm0001361
tt0091276;nm0639321;nm0001361
tt0091276;nm0415979;nm0001361
tt0091276;nm0003720;nm0001361
tt0091276;nm0513502;nm0001361
tt0091278;nm0253106;nm0002089
tt0091278;nm0002089;nm0002089
tt0091306;nm0291905;nm0001508
tt0091306;nm0796124;nm0001508
tt0091306;nm0583600;nm0001508
tt0091306;nm0859977;nm0001508
tt0091306;nm0211823;nm0001508
tt0091313;nm0001317;nm0001317
tt0091313;nm0783203;nm0001317
tt0091339;nm0697935;nm0697935
tt0091344;nm0795953;nm0347086
tt0091344;nm0696267;nm0347086
tt0091344;nm0178260;nm0347086
tt0091344;nm0908624;nm0347086
tt0091400;nm0270936;nm0000647
tt0091400;nm0270936;nm0742341
tt0091400;nm0002087;nm0000647
tt0091400;nm0002087;nm0742341
tt0091400;nm0138706;nm0000647
tt0091400;nm0138706;nm0742341
tt0091466;nm0375983;nm0375983
tt0091507;nm0077056;nm0720297
tt0091507;nm0720297;nm0720297
tt0091534;nm0185934;nm0469557
tt0091534;nm0742171;nm0469557
tt0091538;nm0001403;nm0001403
tt0091538;nm0500896;nm0001403
tt0091544;nm0197088;nm0197088
tt0091544;nm0074990;nm0197088
tt0091555;nm0127119;nm0252473
tt0091555;nm0252473;nm0252473
tt0091560;nm0567164;nm0567165
tt0091579;nm0063581;nm0063581
tt0091598;nm0451311;nm0080315
tt0091621;nm0666999;nm0079387
tt0091621;nm0006631;nm0079387
tt0091653;nm0005190;nm0005190
tt0091653;nm0687940;nm0005190
tt0091653;nm0695933;nm0005190
tt0091658;nm1221877;nm0050597
tt0091658;nm0784124;nm0050597
tt0091658;nm0006782;nm0050597
tt0091671;nm0003676;nm0123009
tt0091671;nm0779011;nm0123009
tt0091671;nm0123009;nm0123009
tt0091671;nm0540478;nm0123009
tt0091706;nm0443249;nm0876227
tt0091759;nm0520283;nm0520283
tt0091759;nm0752951;nm0520283
tt0091759;nm0835298;nm0520283
tt0091777;nm0411477;nm0661577
tt0091777;nm0698493;nm0661577
tt0091777;nm0704164;nm0661577
tt0091777;nm0087904;nm0661577
tt0091777;nm0790775;nm0661577
tt0091778;nm0896131;nm0001270
tt0091778;nm0334457;nm0001270
tt0091799;nm0688279;nm0000578
tt0091799;nm0088645;nm0000578
tt0091814;nm0232777;nm0232777
tt0091818;nm0089502;nm0089502
tt0091836;nm0221265;nm0221265
tt0091836;nm0942034;nm0221265
tt0091836;nm0192007;nm0221265
tt0091886;nm0000231;nm0000231
tt0091886;nm0975328;nm0000231
tt0091902;nm0698779;nm0307391
tt0091943;nm0568478;nm0568478
tt0091969;nm0240870;nm0264348
tt0091969;nm0240870;nm0514478
tt0091969;nm0240870;nm0240870
tt0091969;nm0264348;nm0264348
tt0091969;nm0264348;nm0514478
tt0091969;nm0264348;nm0240870
tt0091969;nm0514478;nm0264348
tt0091969;nm0514478;nm0514478
tt0091969;nm0514478;nm0240870
tt0091982;nm0220227;nm0220227
tt0091982;nm0584770;nm0220227
tt0091982;nm0099124;nm0220227
tt0091982;nm0756696;nm0220227
tt0091990;nm0290867;nm0290867
tt0091993;nm0337731;nm0934863
tt0091993;nm0593200;nm0934863
tt0091993;nm0047436;nm0934863
tt0091993;nm0931121;nm0934863
tt0092048;nm0411631;nm0411631
tt0092112;nm0867670;nm0001747
tt0092112;nm0003864;nm0001747
tt0092112;nm0812373;nm0001747
tt0092112;nm0604688;nm0001747
tt0092112;nm0939128;nm0001747
tt0092115;nm0119106;nm0119106
tt0092115;nm0619547;nm0119106
tt0092117;nm0864997;nm0126154
tt0092117;nm0377107;nm0126154
tt0092117;nm0126154;nm0126154
tt0092133;nm0426539;nm0002239
tt0092133;nm0426539;nm0000841
tt0092225;nm0000389;nm0000389
tt0092226;nm0303032;nm0000361
tt0092226;nm0825799;nm0000361
tt0092288;nm0319120;nm0557789
tt0092288;nm0557789;nm0557789
tt0092288;nm0675072;nm0557789
tt0092297;nm0004591;nm0063851
tt0092297;nm0004591;nm0004591
tt0092297;nm0920001;nm0063851
tt0092297;nm0920001;nm0004591
tt0092501;nm0000329;nm0000329
tt0092501;nm0849282;nm0000329
tt0092501;nm0950568;nm0000329
tt0092530;nm0764776;nm0764776
tt0092530;nm0088636;nm0764776
tt0092534;nm0353584;nm0625379
tt0092534;nm0704164;nm0625379
tt0092534;nm0721825;nm0625379
tt0092548;nm0459047;nm0278735
tt0092548;nm0024948;nm0278735
tt0092548;nm0176684;nm0278735
tt0092548;nm0095718;nm0278735
tt0092549;nm0661919;nm0661919
tt0092549;nm0661919;nm0453723
tt0092549;nm0453723;nm0661919
tt0092549;nm0453723;nm0453723
tt0092549;nm1693504;nm0661919
tt0092549;nm1693504;nm0453723
tt0092558;nm0040521;nm0442693
tt0092558;nm0442693;nm0442693
tt0092559;nm0829739;nm0671862
tt0092563;nm0387132;nm0000570
tt0092563;nm0000570;nm0000570
tt0092580;nm0000265;nm0418746
tt0092580;nm0000265;nm0001676
tt0092580;nm0000265;nm0000915
tt0092580;nm0000265;nm0001692
tt0092580;nm0000265;nm0117317
tt0092580;nm0000265;nm0000265
tt0092580;nm0000265;nm0734466
tt0092580;nm0000265;nm0000419
tt0092580;nm0000265;nm0836430
tt0092580;nm0000265;nm0854697
tt0092580;nm0000915;nm0418746
tt0092580;nm0000915;nm0001676
tt0092580;nm0000915;nm0000915
tt0092580;nm0000915;nm0001692
tt0092580;nm0000915;nm0117317
tt0092580;nm0000915;nm0000265
tt0092580;nm0000915;nm0734466
tt0092580;nm0000915;nm0000419
tt0092580;nm0000915;nm0836430
tt0092580;nm0000915;nm0854697
tt0092580;nm0101750;nm0418746
tt0092580;nm0101750;nm0001676
tt0092580;nm0101750;nm0000915
tt0092580;nm0101750;nm0001692
tt0092580;nm0101750;nm0117317
tt0092580;nm0101750;nm0000265
tt0092580;nm0101750;nm0734466
tt0092580;nm0101750;nm0000419
tt0092580;nm0101750;nm0836430
tt0092580;nm0101750;nm0854697
tt0092580;nm0117317;nm0418746
tt0092580;nm0117317;nm0001676
tt0092580;nm0117317;nm0000915
tt0092580;nm0117317;nm0001692
tt0092580;nm0117317;nm0117317
tt0092580;nm0117317;nm0000265
tt0092580;nm0117317;nm0734466
tt0092580;nm0117317;nm0000419
tt0092580;nm0117317;nm0836430
tt0092580;nm0117317;nm0854697
tt0092580;nm0418746;nm0418746
tt0092580;nm0418746;nm0001676
tt0092580;nm0418746;nm0000915
tt0092580;nm0418746;nm0001692
tt0092580;nm0418746;nm0117317
tt0092580;nm0418746;nm0000265
tt0092580;nm0418746;nm0734466
tt0092580;nm0418746;nm0000419
tt0092580;nm0418746;nm0836430
tt0092580;nm0418746;nm0854697
tt0092580;nm0734466;nm0418746
tt0092580;nm0734466;nm0001676
tt0092580;nm0734466;nm0000915
tt0092580;nm0734466;nm0001692
tt0092580;nm0734466;nm0117317
tt0092580;nm0734466;nm0000265
tt0092580;nm0734466;nm0734466
tt0092580;nm0734466;nm0000419
tt0092580;nm0734466;nm0836430
tt0092580;nm0734466;nm0854697
tt0092580;nm0001676;nm0418746
tt0092580;nm0001676;nm0001676
tt0092580;nm0001676;nm0000915
tt0092580;nm0001676;nm0001692
tt0092580;nm0001676;nm0117317
tt0092580;nm0001676;nm0000265
tt0092580;nm0001676;nm0734466
tt0092580;nm0001676;nm0000419
tt0092580;nm0001676;nm0836430
tt0092580;nm0001676;nm0854697
tt0092580;nm0001692;nm0418746
tt0092580;nm0001692;nm0001676
tt0092580;nm0001692;nm0000915
tt0092580;nm0001692;nm0001692
tt0092580;nm0001692;nm0117317
tt0092580;nm0001692;nm0000265
tt0092580;nm0001692;nm0734466
tt0092580;nm0001692;nm0000419
tt0092580;nm0001692;nm0836430
tt0092580;nm0001692;nm0854697
tt0092580;nm0836430;nm0418746
tt0092580;nm0836430;nm0001676
tt0092580;nm0836430;nm0000915
tt0092580;nm0836430;nm0001692
tt0092580;nm0836430;nm0117317
tt0092580;nm0836430;nm0000265
tt0092580;nm0836430;nm0734466
tt0092580;nm0836430;nm0000419
tt0092580;nm0836430;nm0836430
tt0092580;nm0836430;nm0854697
tt0092580;nm0854697;nm0418746
tt0092580;nm0854697;nm0001676
tt0092580;nm0854697;nm0000915
tt0092580;nm0854697;nm0001692
tt0092580;nm0854697;nm0117317
tt0092580;nm0854697;nm0000265
tt0092580;nm0854697;nm0734466
tt0092580;nm0854697;nm0000419
tt0092580;nm0854697;nm0836430
tt0092580;nm0854697;nm0854697
tt0092608;nm0464506;nm0387605
tt0092608;nm0636165;nm0387605
tt0092608;nm0456918;nm0387605
tt0092608;nm0471298;nm0387605
tt0092608;nm0576228;nm0387605
tt0092608;nm0859977;nm0387605
tt0092608;nm0750870;nm0387605
tt0092618;nm0001977;nm0775447
tt0092651;nm0538532;nm0538532
tt0092671;nm4150400;nm0714215
tt0092671;nm0037852;nm0714215
tt0092671;nm0072443;nm0714215
tt0092671;nm0123863;nm0714215
tt0092684;nm0529373;nm0624102
tt0092684;nm0122057;nm0624102
tt0092695;nm0228300;nm0715916
tt0092695;nm0715916;nm0715916
tt0092695;nm0710020;nm0715916
tt0092695;nm0568505;nm0715916
tt0092710;nm0088747;nm0933505
tt0092710;nm0517188;nm0933505
tt0092710;nm0918861;nm0933505
tt0092710;nm0933505;nm0933505
tt0092713;nm0354525;nm0538105
tt0092713;nm0538105;nm0538105
tt0092713;nm0782768;nm0538105
tt0092723;nm0766558;nm0415422
tt0092723;nm0811221;nm0415422
tt0092723;nm0209105;nm0415422
tt0092723;nm0532271;nm0415422
tt0092723;nm0140902;nm0415422
tt0092723;nm0250172;nm0415422
tt0092723;nm0265283;nm0415422
tt0092723;nm0473653;nm0415422
tt0092723;nm0689871;nm0415422
tt0092723;nm0774050;nm0415422
tt0092723;nm0787324;nm0415422
tt0092723;nm0928821;nm0415422
tt0092732;nm0410201;nm0001676
tt0092732;nm0778819;nm0001676
tt0092795;nm0252071;nm0213983
tt0092795;nm0213983;nm0213983
tt0092798;nm0357671;nm0000776
tt0092798;nm2200801;nm0000776
tt0092798;nm0842905;nm0000776
tt0092802;nm0077000;nm0077000
tt0092802;nm0661275;nm0077000
tt0092804;nm0109300;nm0000277
tt0092804;nm0940581;nm0000277
tt0092809;nm0153883;nm0001418
tt0092809;nm0522454;nm0001418
tt0092848;nm0697935;nm0697935
tt0092860;nm0691061;nm0691061
tt0092860;nm0752139;nm0691061
tt0092860;nm0731992;nm0691061
tt0092910;nm0295345;nm0295345
tt0092910;nm0036313;nm0295345
tt0092910;nm0579701;nm0295345
tt0092929;nm0000425;nm0000425
tt0092963;\N;nm0361672
tt0092974;nm0156047;nm0156047
tt0092974;nm0760244;nm0156047
tt0092974;nm0676133;nm0156047
tt0092974;nm0495299;nm0156047
tt0093036;nm0028892;nm0089177
tt0093036;nm0089177;nm0089177
tt0093043;nm0553916;nm0000877
tt0093043;nm0166405;nm0000877
tt0093043;nm0204427;nm0000877
tt0093058;nm0000040;nm0000040
tt0093058;nm0380282;nm0000040
tt0093058;nm0368007;nm0000040
tt0093093;nm0931783;nm0000056
tt0093105;nm0548732;nm0001469
tt0093111;nm0399464;nm0399464
tt0093113;nm0716571;nm0743962
tt0093113;nm0743962;nm0743962
tt0093113;nm0179281;nm0743962
tt0093113;nm0592716;nm0743962
tt0093132;nm0793881;nm0477771
tt0093142;nm0409079;nm0409079
tt0093142;nm0436413;nm0409079
tt0093142;nm0913370;nm0409079
tt0093146;nm0796477;nm0796477
tt0093164;nm0001279;nm0724059
tt0093164;nm0001279;nm0417054
tt0093171;nm0413459;nm0413459
tt0093171;nm0413459;nm0457970
tt0093171;nm0289696;nm0413459
tt0093171;nm0289696;nm0457970
tt0093175;nm0410574;nm0675068
tt0093176;nm0646987;nm0685923
tt0093191;nm0000694;nm0000694
tt0093191;nm0359563;nm0000694
tt0093191;nm0718637;nm0000694
tt0093191;nm0252065;nm0000694
tt0093207;nm0945293;nm0945293
tt0093207;nm0138233;nm0945293
tt0093207;nm0556856;nm0945293
tt0093207;nm1577584;nm0945293
tt0093209;nm0000958;nm0000958
tt0093215;nm0513974;nm0513974
tt0093215;nm0135830;nm0513974
tt0093215;nm0542539;nm0513974
tt0093223;nm0000519;nm0000519
tt0093223;nm0441747;nm0000519
tt0093231;nm0060347;nm0060347
tt0093258;nm0158402;nm0477102
tt0093258;nm0497762;nm0477102
tt0093405;nm0721800;nm0917992
tt0093405;nm0001070;nm0917992
tt0093409;nm0000948;nm0001149
tt0093409;nm0090151;nm0001149
tt0093412;nm0000264;nm0000264
tt0093415;nm0001707;nm0001707
tt0093426;nm0492288;nm0156520
tt0093426;nm0522795;nm0156520
tt0093427;\N;nm0958183
tt0093431;nm0600972;nm0002338
tt0093431;nm0625666;nm0002338
tt0093477;nm0125698;nm0782384
tt0093477;nm0291012;nm0782384
tt0093493;nm0749493;nm0331998
tt0093493;nm0331998;nm0331998
tt0093516;nm0020626;nm0578899
tt0093516;nm0089676;nm0578899
tt0093516;nm0325175;nm0578899
tt0093516;nm0450170;nm0578899
tt0093516;nm0578899;nm0578899
tt0093516;nm0664513;nm0578899
tt0093516;nm0000601;nm0578899
tt0093546;nm0368405;nm0381638
tt0093546;nm0317254;nm0381638
tt0093565;nm0788234;nm0422484
tt0093589;nm0712904;nm0522604
tt0093593;nm0958558;nm0958558
tt0093593;nm0958559;nm0958558
tt0093596;nm0000914;nm0000914
tt0093640;nm0269879;nm0002044
tt0093640;nm0307561;nm0002044
tt0093713;nm0026069;nm0000806
tt0093713;nm0000806;nm0000806
tt0093713;nm0257981;nm0000806
tt0093713;nm0720675;nm0000806
tt0093754;nm0002156;nm0002156
tt0093754;nm0246119;nm0002156
tt0093754;nm0476979;nm0002156
tt0093756;nm0411477;nm0236930
tt0093756;nm0698493;nm0236930
tt0093756;nm0704164;nm0236930
tt0093756;nm0087904;nm0236930
tt0093756;nm0790775;nm0236930
tt0093773;nm0859029;nm0001532
tt0093773;nm0859049;nm0001532
tt0093776;nm0481620;nm0001241
tt0093776;nm0003141;nm0001241
tt0093779;nm0001279;nm0001661
tt0093800;nm0064961;nm0064961
tt0093800;nm0135292;nm0064961
tt0093822;nm0001053;nm0001054
tt0093822;nm0001053;nm0001053
tt0093822;nm0001054;nm0001054
tt0093822;nm0001054;nm0001053
tt0093833;nm0957839;nm0507921
tt0093833;nm0685064;nm0507921
tt0093833;nm0806808;nm0507921
tt0093870;nm0627159;nm0000682
tt0093870;nm0591160;nm0000682
tt0093872;nm0454199;nm0454199
tt0093966;nm0701374;nm0001047
tt0093966;nm0787399;nm0001047
tt0093966;nm0000683;nm0001047
tt0093978;nm0699700;nm0155642
tt0093978;nm0950699;nm0155642
tt0093986;nm0649210;nm0911061
tt0093990;nm0736476;nm0736476
tt0093991;nm0175028;nm0228895
tt0093991;nm0228895;nm0228895
tt0093996;nm0110564;nm0110564
tt0094021;nm0850044;nm0002726
tt0094027;nm0579466;nm0579466
tt0094027;nm0615556;nm0579466
tt0094033;nm0498991;nm0393678
tt0094048;nm0007182;nm0007182
tt0094048;nm0748683;nm0007182
tt0094061;nm0747834;nm0002240
tt0094061;nm0002240;nm0002240
tt0094077;nm0043965;nm0313569
tt0094077;nm0313569;nm0313569
tt0094118;nm0517188;nm0500609
tt0094118;nm0918861;nm0500609
tt0094118;nm0471352;nm0500609
tt0094122;nm0254945;nm0557789
tt0094122;nm0557789;nm0557789
tt0094122;nm0878557;nm0557789
tt0094138;nm1075295;nm0423333
tt0094138;nm0844214;nm0423333
tt0094169;nm0537551;nm0537551
tt0094169;nm0001801;nm0537551
tt0094226;nm0000519;nm0000361
tt0094226;nm0289708;nm0000361
tt0094226;nm0626479;nm0000361
tt0094226;nm0588079;nm0000361
tt0094291;nm0007140;nm0000231
tt0094291;nm0000231;nm0000231
tt0094315;nm0077527;nm0000755
tt0094321;nm0807308;nm0001226
tt0094321;nm0277946;nm0001226
tt0094336;nm0732430;nm0732430
tt0094361;nm0935203;nm0935203
tt0094407;nm0902086;nm0902086
tt0094590;\N;nm0205964
tt0094590;\N;nm0373698
tt0094590;\N;nm0672060
tt0094593;nm0326247;nm0280901
tt0094593;nm0697676;nm0280901
tt0094594;nm0860125;nm0860125
tt0094620;nm0238489;nm0289576
tt0094627;nm0024816;nm0488574
tt0094627;nm0255546;nm0488574
tt0094627;nm0289507;nm0488574
tt0094627;nm1094871;nm0488574
tt0094642;nm0923112;nm0396421
tt0094642;nm0898941;nm0396421
tt0094675;nm0442454;nm0442454
tt0094683;nm0515360;nm0813534
tt0094683;nm0813534;nm0813534
tt0094701;nm0281598;nm0281598
tt0094701;nm0225275;nm0281598
tt0094701;nm0678646;nm0281598
tt0094701;nm0954693;nm0281598
tt0094701;nm0211823;nm0281598
tt0094737;nm0002657;nm0001508
tt0094737;nm0818576;nm0001508
tt0094747;nm0000713;nm0000142
tt0094794;nm0669192;nm0402434
tt0094799;nm0570557;nm0108745
tt0094812;nm0005421;nm0005421
tt0094813;nm0486906;nm0142587
tt0094813;nm0676248;nm0142587
tt0094813;nm0325740;nm0142587
tt0094824;nm0236519;nm0035106
tt0094824;nm0000601;nm0035106
tt0094824;nm0448469;nm0035106
tt0094824;nm0868242;nm0035106
tt0094828;nm0661613;nm0005814
tt0094828;nm0005814;nm0005814
tt0094828;nm0325665;nm0005814
tt0094828;nm4197453;nm0005814
tt0094834;nm0493369;nm0493369
tt0094846;nm0325924;nm0217660
tt0094846;nm0866083;nm0217660
tt0094850;nm0238841;nm0119106
tt0094868;nm0219136;nm0219136
tt0094868;nm0267288;nm0219136
tt0094889;nm0332392;nm0002044
tt0094890;nm0764545;nm0677951
tt0094890;nm0002448;nm0677951
tt0094890;nm0103215;nm0677951
tt0094901;nm0073053;nm0893872
tt0094901;nm0176299;nm0893872
tt0094901;nm0207401;nm0893872
tt0094901;nm0893872;nm0893872
tt0094929;nm0954684;nm0698781
tt0094929;nm0698781;nm0698781
tt0094997;nm0716701;nm0002086
tt0094997;nm0002086;nm0002086
tt0094997;nm0855193;nm0002086
tt0095040;nm0835297;nm0812546
tt0095040;nm0835298;nm0812546
tt0095040;nm0032685;nm0812546
tt0095040;nm0434388;nm0812546
tt0095082;nm0039362;nm0000626
tt0095082;nm0000626;nm0000626
tt0095145;nm0089676;nm0325175
tt0095145;nm0325175;nm0325175
tt0095178;nm0450543;nm0000770
tt0095179;nm0353038;nm0119106
tt0095179;nm0275751;nm0119106
tt0095179;nm0192446;nm0119106
tt0095179;nm0566699;nm0119106
tt0095215;nm0761348;nm0013972
tt0095215;nm0761348;nm0332856
tt0095215;nm0227187;nm0013972
tt0095215;nm0227187;nm0332856
tt0095222;nm0557789;nm0557789
tt0095238;nm0097544;nm0000559
tt0095238;nm2911434;nm0000559
tt0095241;nm0635531;nm0452607
tt0095241;nm0036313;nm0452607
tt0095241;nm0869935;nm0452607
tt0095244;nm0097180;nm0787668
tt0095244;nm0787668;nm0787668
tt0095262;nm0866707;nm0866707
tt0095276;nm0229569;nm0843640
tt0095276;nm1065414;nm0843640
tt0095276;nm0376992;nm0843640
tt0095276;nm0695881;nm0843640
tt0095276;nm0843640;nm0843640
tt0095296;nm0088793;nm0849587
tt0095296;nm0795461;nm0849587
tt0095299;nm0446674;nm0774802
tt0095302;nm0005139;nm0005139
tt0095312;nm0676248;nm0676248
tt0095312;nm0486906;nm0676248
tt0095389;nm0380705;nm0380705
tt0095403;nm0000329;nm0000329
tt0095403;nm0165560;nm0000329
tt0095403;nm0849282;nm0000329
tt0095409;nm0951599;nm0807573
tt0095409;nm0119542;nm0807573
tt0095409;nm0643550;nm0807573
tt0095452;nm0367308;nm0532702
tt0095452;nm0532702;nm0532702
tt0095454;nm0740568;nm0219720
tt0095454;nm0901446;nm0219720
tt0095467;nm0001425;nm0001425
tt0095467;nm0682830;nm0001425
tt0095468;nm0001425;nm0001425
tt0095468;nm0682830;nm0001425
tt0095489;nm0471217;nm0089940
tt0095489;nm0294440;nm0089940
tt0095489;nm0312076;nm0089940
tt0095497;nm0443611;nm0000217
tt0095497;nm0001707;nm0000217
tt0095511;nm0419875;nm0222545
tt0095511;nm0222553;nm0222545
tt0095511;nm0222545;nm0222545
tt0095530;nm0002042;nm0250489
tt0095530;nm0250489;nm0250489
tt0095640;nm0314665;nm0000641
tt0095665;nm0928642;nm0396812
tt0095665;nm0730027;nm0396812
tt0095665;nm0001379;nm0396812
tt0095665;nm0182689;nm0396812
tt0095687;nm0421948;nm0000907
tt0095687;nm0918339;nm0000907
tt0095687;nm0365390;nm0000907
tt0095687;nm0721800;nm0000907
tt0095705;nm0958387;nm0001878
tt0095705;nm0000720;nm0001878
tt0095705;nm0001878;nm0001878
tt0095705;nm0698493;nm0001878
tt0095715;nm0140902;nm0840905
tt0095715;nm0840905;nm0840905
tt0095756;nm0731992;nm0691061
tt0095756;nm0691061;nm0691061
tt0095756;nm0341458;nm0691061
tt0095756;nm0360221;nm0691061
tt0095799;nm0251760;nm0005866
tt0095799;nm0251760;nm0905102
tt0095799;nm0314636;nm0005866
tt0095799;nm0314636;nm0905102
tt0095799;nm0461388;nm0005866
tt0095799;nm0461388;nm0905102
tt0095799;nm0905102;nm0005866
tt0095799;nm0905102;nm0905102
tt0095800;nm0193617;nm0000269
tt0095800;nm0102722;nm0000269
tt0095801;nm0012280;nm0000727
tt0095801;nm0000727;nm0000727
tt0095801;nm0230547;nm0000727
tt0095889;nm0792446;nm0792446
tt0095889;nm0846532;nm0792446
tt0095889;nm0270841;nm0792446
tt0095895;nm0716585;nm0716585
tt0095895;nm0724192;nm0716585
tt0095903;nm0638913;nm0638913
tt0095916;nm0001355;nm0001355
tt0095922;nm0693461;nm0693461
tt0095924;nm0325709;nm0325709
tt0095953;nm0607454;nm0001469
tt0095953;nm0060103;nm0001469
tt0095956;nm0606251;nm0003423
tt0095956;nm0000230;nm0003423
tt0095956;nm0504802;nm0003423
tt0095989;nm0028976;nm0207357
tt0095989;nm0207357;nm0207357
tt0095989;nm0226976;nm0207357
tt0095989;nm0668699;nm0207357
tt0096018;nm0284524;nm0001486
tt0096028;nm0619762;nm0619762
tt0096028;nm0850247;nm0619762
tt0096028;nm1195250;nm0619762
tt0096037;nm0700942;nm0293445
tt0096037;nm12581086;nm0293445
tt0096046;nm0007142;nm0007142
tt0096046;nm0420135;nm0007142
tt0096046;nm0821911;nm0007142
tt0096046;nm2110828;nm0007142
tt0096046;nm0313995;nm0007142
tt0096073;nm0337825;nm0776209
tt0096073;nm0337731;nm0776209
tt0096094;nm0000455;nm0000455
tt0096193;nm0024120;nm0001175
tt0096193;nm0001175;nm0001175
tt0096219;nm0802354;nm0000231
tt0096219;nm0091899;nm0000231
tt0096219;nm0767730;nm0000231
tt0096219;nm0000231;nm0000231
tt0096223;nm0279863;nm0279863
tt0096223;nm0565292;nm0279863
tt0096223;nm0381272;nm0279863
tt0096223;nm0746598;nm0279863
tt0096241;nm0632223;nm0001800
tt0096241;nm0816143;nm0001800
tt0096256;nm0625688;nm0000118
tt0096256;nm0000118;nm0000118
tt0096321;nm0733226;nm0021899
tt0096321;nm0021899;nm0021899
tt0096328;\N;nm0423333
tt0096329;nm1760920;nm0952272
tt0096329;nm0330945;nm0952272
tt0096329;nm0796065;nm0952272
tt0096329;nm0952272;nm0952272
tt0096332;nm0475081;nm0442241
tt0096332;nm0140643;nm0442241
tt0096332;nm0442241;nm0442241
tt0096336;nm0851725;nm0001031
tt0096336;nm0001031;nm0001031
tt0096336;nm0844265;nm0001031
tt0096344;nm0522454;nm0653500
tt0096344;nm0653500;nm0653500
tt0096378;nm0089634;nm0477129
tt0096378;nm0304665;nm0477129
tt0096378;nm0541632;nm0477129
tt0096523;nm0684509;nm0684509
tt0096523;nm0860019;nm0684509
tt0096764;nm0571650;nm0000416
tt0096764;nm0000416;nm0000416
tt0096764;nm0119279;nm0000416
tt0096764;nm0711474;nm0000416
tt0096786;nm0308602;nm0676248
tt0096804;nm0459047;nm0839233
tt0096804;nm0024948;nm0839233
tt0096804;nm0176684;nm0839233
tt0096870;nm0106928;nm0106928
tt0096870;nm0001191;nm0106928
tt0096870;nm0488506;nm0106928
tt0096870;nm0726472;nm0106928
tt0096894;nm0067323;nm0067323
tt0096908;nm0160883;nm0396284
tt0096908;nm0943150;nm0396284
tt0097001;nm0619547;nm0410253
tt0097100;nm0834460;nm0602333
tt0097106;nm0006445;nm0006445
tt0097108;nm0000425;nm0000425
tt0097174;nm0169438;nm0180541
tt0097202;nm0000247;nm0000247
tt0097216;nm0000490;nm0000490
tt0097236;nm0291398;nm0733692
tt0097236;nm0733692;nm0733692
tt0097236;nm0251971;nm0733692
tt0097240;nm0283942;nm0001814
tt0097240;nm0001814;nm0001814
tt0097240;nm0949127;nm0001814
tt0097240;nm0123221;nm0001814
tt0097244;nm0939147;nm0939147
tt0097257;nm0113935;nm0854697
tt0097257;nm0168849;nm0854697
tt0097257;nm0573644;nm0854697
tt0097263;nm0299650;nm0048158
tt0097263;nm0707696;nm0048158
tt0097263;nm0800692;nm0048158
tt0097263;nm0829044;nm0048158
tt0097364;nm0552461;nm0552461
tt0097364;nm1041469;nm0552461
tt0097368;nm0308376;nm0906901
tt0097368;nm0923646;nm0906901
tt0097368;nm0003117;nm0906901
tt0097368;nm0001104;nm0906901
tt0097368;nm0486228;nm0906901
tt0097371;nm0071994;nm0006860
tt0097371;nm0108273;nm0006860
tt0097372;\N;nm0718031
tt0097373;nm0826369;nm0826369
tt0097373;nm0941610;nm0826369
tt0097388;nm0373154;nm0373154
tt0097388;nm0566699;nm0373154
tt0097390;nm0276169;nm0908890
tt0097390;nm0582481;nm0908890
tt0097390;nm0854185;nm0908890
tt0097390;nm0908890;nm0908890
tt0097416;nm0049400;nm0788171
tt0097416;nm0707366;nm0788171
tt0097416;nm0788171;nm0788171
tt0097441;nm0418883;nm0001880
tt0097441;nm0457016;nm0001880
tt0097441;nm0120837;nm0001880
tt0097441;nm0789946;nm0001880
tt0097503;nm0229644;nm0665896
tt0097521;nm0162752;nm0464846
tt0097527;nm0000647;nm0090013
tt0097527;nm0000647;nm0410494
tt0097527;nm1984500;nm0090013
tt0097527;nm1984500;nm0410494
